original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_Mean,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength,original_shape_Elongation,original_shape_Flatness,original_shape_LeastAxisLength,original_shape_MajorAxisLength,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum2DDiameterSlice,original_shape_Maximum3DDiameter,original_shape_MeshVolume,original_shape_MinorAxisLength,original_shape_Sphericity,original_shape_SurfaceArea,original_shape_SurfaceVolumeRatio,original_shape_VoxelVolume,Class
264,355,1547814403,2.438487645,41,4.223919654,407,319.0694528,28.30629892,329,141,266,18.31667287,321.1961916,-1.173905683,7085372407,0.236597347,1361.677773,72.56171455,176.6925148,-18.44091389,5.979475824,1.779957977,0.528508019,0.876801395,1.689940357,0.920645307,0.66846957,0.643414697,0.988409651,0.937044148,-0.161470844,0.607261462,0.439785285,8.456085689,0.090898568,4.298348623,0.589444224,0.216969665,16.91217138,3.090597387,1.93985845,6.352979609,914.4709058,0.060952537,21.39884768,3549.669999,2.26157926,70.81463707,108.7303206,8376.337799,1.551473494,0.017271132,0.044757714,2.467055265,0.001298619,2108.970043,0.203273712,2.604413222,68.26511887,5.09368231,380.7546243,0.078091086,0.018588166,3.865040976,6025.525347,0.54270013,0.679033424,2.001867786,0.74555516,49.50416222,0.0145764,76.19324578,0.142951681,4.374671318,47.69230769,87313.42777,6838510.657,1137.885822,0.035057293,135.6378987,0.25448011,0.507233368,23.64334652,0.019867407,5.594513855,0.035526228,86521.10561,13.50601235,0.000536666,44.9128003,0.022687124,0.0419091,0.591004618,0.28137758,23.44292075,83.31481395,61.30916412,88.07904301,89.11086328,90.33687696,68366.82165,49.23943981,0.681349722,11867.09179,0.173579691,68678.67493,0
909,1479,18243264636,5.183139311,268,4.04706118,2241,1202.791988,172.1536876,1199.5,513,1728,114.0017425,1223.747962,0.318772225,48102357927,0.033611686,50850.50689,909.5105499,234155.3742,1265.380448,237.0223169,46.10146595,0.662649589,4.847012583,3.734054088,21.03234526,0.308138341,0.220991837,0.991055237,0.938641818,-0.140757969,0.835392646,0.226006978,29.354379,0.002278303,9.428337097,0.70184626,0.006884586,58.708758,5.938486998,70.7809457,7.607429281,2493.615006,0.204696684,2.550248824,409.4575603,81.4210174,901.0760138,10.08816286,8565.956329,0.019852283,0.00225131,0.351551139,327.2227842,0.000895692,378.0701338,0.033265856,82.59720626,903.9879807,1.248534759,1116.661058,0.002770385,0.002270456,5.550480106,10044.57079,0.880244572,0.932864377,0.09026176,0.949986601,860.4893433,0.002171397,146.9408143,0.029183876,101.0703218,937.7561072,18.44568024,14875.81847,0.035699869,0.002575774,1994.586495,0.396144289,0.654371335,615.3627113,0.001746899,7.324261795,0.413314727,12.59187538,0.438631802,0.000943941,6319.623405,0.104484201,2.009195517,0.644435009,0.110561413,9.803012636,88.66576873,62.88410098,93.75,97.66662445,99.13130497,31941.65039,57.13932543,0.456154552,10672.76661,0.334133223,32120.50781,0
1066.40144,1436.550635,3159175338,4.379764262,160.9511414,5.679606635,1557.60376,1284.464863,120.3463932,1329.850159,590.0551758,967.548584,71.91267194,1294.930369,-1.615390441,8331634274,0.063642429,26994.67584,904.3546745,64680.10473,-1620.143617,106.013117,24.92634273,0.611877032,3.127992329,3.166073344,14.80067255,0.420155982,0.348721854,0.986126311,0.933754993,-0.197225434,0.88912977,0.337190029,29.73304589,0.009275242,7.573741819,0.719219147,0.025410654,59.46609178,5.093838516,32.73486495,7.033079148,243.3089172,0.129144861,6.675967247,119.9023355,43.23361411,877.3211253,22.54883227,23165.21072,0.025270093,0.002966706,0.259060101,164.9472002,0.001995121,100.0439229,0.059906974,46.1492682,859.5156991,1.459146548,1327.069658,0.003719489,0.003214735,4.966822737,1343.285798,0.801433829,0.885227829,0.168855164,0.913844605,773.1533411,0.00311789,19.23018868,0.036283375,69.80169455,631.5811321,116.1169811,124445.5,0.118070771,0.007370551,235.8075472,0.4449199,0.693268493,384.8598375,0.006715032,6.47830704,0.281316348,103.4809683,0.116371105,0.005460139,1480.326543,0.119983104,4.839673971,0.83439768,0.322634297,9.54558724,29.58639963,30.15281151,28.28753103,32.38454713,32.38454713,4906.991655,24.6868232,0.712618375,1959.614546,0.399351514,4968.638107,1
796,1393,7309201779,5.121801486,323,2.593641885,1831,1125.035271,182.9677804,1157,122,1709,135.2025711,1146.871544,-0.344901232,19272309378,0.032464214,49609.97788,1826.367685,161433.1708,-1581.706049,252.322121,49.75701294,0.669488126,4.929553785,3.765065162,23.98086605,0.312620371,0.226887969,0.990449294,0.937972974,-0.157693013,0.872360881,0.227716948,42.13905422,0.002206845,9.379576591,0.723331059,0.006717232,84.27810844,5.948477326,75.51978348,7.580741598,1091.601764,0.196437244,3.03685673,180.4036351,79.45878364,1803.568832,11.14864135,21319.36117,0.007073601,0.000888103,0.346225255,591.2808801,0.000463024,165.7661935,0.032106595,80.46966124,1796.378632,1.261535051,2291.835555,0.00107256,0.000908769,5.503529559,4521.632893,0.872786375,0.928918481,0.094497044,0.946957559,1695.906135,0.000875495,65.51598579,0.029092356,92.82868829,1711.64032,22.32815275,43774.10568,0.01352595,0.001248682,903.2486679,0.40108733,0.657973933,1102.701499,0.001010427,7.130320852,0.405254634,16.23918013,0.182049897,0.00197782,4867.793738,0.147422883,2.787825704,0.746968992,0.176199082,9.669128049,54.87615438,42.29403216,61.23217215,64.3674146,65.35148358,14538.64746,40.99078574,0.577536819,4987.931173,0.343080826,14652.24609,0
672,1050,5930412020,4.373530072,178,2.700245208,1182,836.8882424,108.3390423,823,347,835,76.34996399,847.8430401,0.442463147,27146816854,0.055003298,18455.8903,484.7097214,24592.11372,484.8692496,94.88604099,23.24865528,0.608169055,3.408318342,3.169428709,9.770819349,0.387500447,0.310488749,0.982529962,0.917687665,-0.1570149,0.768101928,0.296178196,21.60365559,0.005877214,8.055924966,0.666410168,0.016697014,43.20731117,5.18394105,29.53367407,7.271999722,1183.187152,0.143416624,4.991352713,453.7772121,29.54191223,470.3230303,20.83078788,10883.67261,0.051975196,0.002960906,0.186084838,79.81271724,0.00072448,400.1465781,0.054740855,29.24779376,465.8185636,1.560597886,745.7784803,0.00446458,0.003013821,4.907621978,6060.975417,0.813526258,0.885389277,0.223982054,0.914384105,422.6479239,0.002791,91.48152425,0.052818432,29.40343967,426.8210162,215.2078522,111843.9775,0.511727337,0.003904156,456.7344111,0.263703471,0.52419438,215.696995,0.002384975,6.972917095,0.209939394,192.5190211,1.356785157,0.001047035,1151.812373,0.121259731,0.476646571,0.581575123,0.38173407,24.07784742,63.07492387,45.757694,74.21808183,75.49007391,75.49007391,37502.99543,36.6828066,0.687650177,7879.413094,0.2101009,37764.87001,0
400,622,11328340049,3.84488516,118,3.205015841,992,512.5316205,69.43056362,514,36,956,49.00725763,519.8495611,-0.107284231,8642864597,0.080889353,7554.904121,420.7355381,3954.150646,-11.11176183,36.2865283,9.147528144,0.59130201,2.149974451,2.514019312,3.534528694,0.481595982,0.415819394,0.994139018,0.950133996,-0.18336561,0.678491729,0.345123226,20.34508739,0.013882828,6.892078963,0.599554336,0.028615872,40.69017477,4.618729433,11.35851411,7.254899893,4421.342756,0.105473479,8.341638868,3390.800806,12.18264917,413.0896729,43.36785229,18343.10298,0.113203623,0.002827265,0.074936717,29.14046656,0.000297567,2703.10904,0.079347845,12.70757348,410.812875,2.612959558,1089.964662,0.007147715,0.002881364,4.696779837,26351.1321,0.724041658,0.810834815,0.7071739,0.85399232,349.6119263,0.002490927,138.206229,0.058167605,25.20112726,368.5576599,13969.06019,6162983.536,32.62860484,0.004616074,445.206229,0.187376359,0.436127711,159.5125532,0.002636179,7.563593567,0.056680741,13657.79614,4.35705126,0.000219416,952.0452227,0.027070329,0.15627536,0.684721169,0.243623671,15.99580333,65.65783712,49.96116312,71.02032087,76.95736042,77.81856035,31857.04977,44.95731096,0.595901317,8155.429075,0.256000764,31981.75898,0
382,614,849056781,3.704458058,143,2.114378611,769,510.7464433,74.69699814,529,272,497,58.65992374,518.1061786,-0.373151442,2238723934,0.08516039,7572.083037,133.2789352,3541.42594,-122.1444807,40.09290044,6.820726889,0.708646939,1.822402641,2.522830324,3.347526385,0.510125371,0.45250783,0.9855711,0.925718352,-0.174631063,0.823970042,0.399176126,11.17839134,0.014829035,6.677339866,0.725385093,0.041319391,22.35678267,4.528560958,11.72840683,7.093268301,301.7910212,0.095412906,11.66762326,269.3623143,12.20581956,132.1024344,41.87069238,6596.507746,0.401568863,0.014069535,0.138629427,15.33212038,0.002961243,215.9794118,0.082472298,12.31135819,128.1473557,1.882179048,264.4964446,0.023762512,0.01481338,4.485367503,1924.761971,0.724922622,0.827087235,0.360271572,0.872566025,109.6998613,0.013357579,36.41075269,0.078302694,13.03045439,104.2021505,765.8903226,133369.1054,5.327345335,0.022948224,132.4752688,0.284893051,0.550776325,58.32680276,0.01385428,6.157324972,0.14701233,719.6210706,1.174496509,0.00348565,197.9326129,0.076111069,0.497547273,0.723639945,0.222025239,9.334952301,42.04455465,34.81698804,47.25743989,45.96619002,47.48934913,8257.104492,30.4251192,0.635859617,3107.001056,0.376282153,8339.941406,1
385,633.3,1047019101,3.787718368,152,2.272575535,690,521.5576717,79.65824281,533,217,473,61.80909788,529.9554351,-0.475899994,2760694895,0.080604784,8830.358262,194.9480845,4852.323064,-138.9462545,46.21112699,6.577257692,0.749433985,1.815029474,2.506595211,3.13062589,0.504714537,0.444912072,0.984726833,0.922486822,-0.201624153,0.863752054,0.397427587,13.60287583,0.015233009,6.719153021,0.781285821,0.055319279,27.20575166,4.628149674,13.19709617,7.00046471,378.9383047,0.101646541,12.70554319,300.4946352,14.18898597,193.2805794,42.6083691,10775.69796,0.221479285,0.008767011,0.129124571,18.64165814,0.001857733,237.3457167,0.076748451,14.19532187,185.0578207,1.872340686,393.2531482,0.014383639,0.009347352,4.559196807,2274.269296,0.727305929,0.828140475,0.360966453,0.874279123,157.1124704,0.008524748,36.79110251,0.071162674,15.52054144,133.3500967,752.8162476,205193.5783,3.144593359,0.016524933,122.7678917,0.237462073,0.492494824,60.85363557,0.008778664,6.464037664,0.138680258,700.8201535,1.078509197,0.003221217,196.3565375,0.087864812,0.508387681,0.584739743,0.196421682,9.747834258,49.62707851,30.59411708,49.77798365,53.44572305,54.43348148,9741.796875,29.01892513,0.656070835,3362.219836,0.345133437,9829.6875,1
388,724,3473229942,3.900713269,167,3.072298266,832,607.1680142,103.8718878,658,49,783,74.14014907,620.221678,-1.073533622,10259993182,0.090283397,16021.93245,614.0532771,22672.96,-880.7394864,78.55372706,10.2372459,0.761583938,2.069396853,2.662118413,5.625232302,0.500646633,0.443284988,0.991205547,0.944977651,-0.193357091,0.832972292,0.390969068,24.43138628,0.021186576,6.787424819,0.799355042,0.07027885,48.86277256,4.645304538,22.19774324,7.190512569,800.1669066,0.088621875,12.69563496,815.1687895,25.71018883,592.4918596,44.48454978,31047.40536,0.073994363,0.002330248,0.156423702,71.10284249,0.000604097,597.181228,0.079826569,26.60595097,574.0097474,2.026243021,1267.189861,0.00426962,0.002458621,4.749806609,5501.055084,0.723531483,0.821609003,0.439378129,0.869117878,487.5308017,0.002217383,80.81732707,0.054276244,26.52615712,435.7662861,3051.685024,2292450.152,4.197649771,0.003920721,547.9241101,0.367981269,0.628633414,261.3469499,0.002874035,6.378621017,0.164913058,3014.915338,0.805807174,0.001162447,697.1543012,0.072359671,0.772495726,0.828727081,0.217280832,13.07212957,60.16236881,56.42930724,71.77508669,70.03750451,72.81196927,26501.2583,49.85818428,0.592951653,7249.518632,0.273553752,26671.853,1
458.8,740,516159714,4.0982664,148,2.811672815,920,609.3624907,84.90790477,620,282,638,59.76436385,618.5660466,-0.269864218,1360967996,0.067844231,11301.30893,222.6696217,7630.350866,-112.1089413,52.10154329,11.3558504,0.633513805,2.559912419,2.819463849,4.327027013,0.413662436,0.334348229,0.9841055,0.915372674,-0.17728427,0.84312346,0.329991331,14.57413682,0.008859267,7.290962358,0.67440853,0.023149993,29.14827363,4.821684461,15.86434842,6.738773737,205.5989622,0.152408423,4.412545108,91.52186805,18.00814045,210.9688658,18.36545589,4429.004448,0.121726869,0.01063808,0.209842749,39.26358569,0.002709691,80.1697242,0.066363433,18.47696792,208.2258137,1.454420154,313.9281848,0.014585437,0.01099936,4.598797861,1003.960605,0.821973659,0.894793864,0.170735327,0.92114568,189.8883669,0.010405266,19.91463415,0.060715348,22.86376227,180.2591463,83.70426829,21323.58232,0.444135985,0.014371305,89.04878049,0.271490184,0.535745382,96.48597659,0.006599916,6.294953017,0.243143069,66.78910433,0.346312532,0.00743482,443.9299725,0.090944785,1.747577746,0.638452766,0.301797864,9.030971683,29.92390858,20.84203985,32.94935745,32.74546724,33.79216117,3496.289063,19.10500221,0.67909825,1640.425082,0.469190348,3556.933594,0
384,653,1596734699,3.963217774,146,2.223830688,753,516.5439598,80.91722305,514,282,471,60.32111576,525.6874546,0.039279186,4210140320,0.069304667,9529.637476,124.0741677,5861.218788,5.366164957,50.84493563,5.512380992,0.800358029,1.7437767,2.382406013,2.258867414,0.498959657,0.437057791,0.986868193,0.924296223,-0.223925525,0.881640333,0.406054565,10.61602869,0.010562178,6.927500736,0.805887971,0.021892007,21.23205739,4.816720633,14.08932916,7.238214052,648.6953963,0.112269885,7.746968994,400.4423676,15.35677519,118.992558,34.13291796,4578.111284,0.629506649,0.021711897,0.114915508,11.63388209,0.002915711,338.6056383,0.069819957,15.12490862,116.8009814,1.785488113,220.5070101,0.03765758,0.022115675,4.674656228,3666.454086,0.740468059,0.840895173,0.303311368,0.87893959,101.3655853,0.019741418,49.80245023,0.076267152,13.84050055,95.11638591,652.1898928,102973.0858,7.856567332,0.027766692,133.848392,0.204974567,0.459289422,42.18975147,0.012719808,6.686578004,0.113014884,573.8958512,2.452264983,0.002487725,157.1164406,0.082824504,0.329063614,0.682797905,0.171944064,9.872037142,57.4142364,50.04845309,52.84174486,64.46974218,65.25053879,15121.3623,39.20232031,0.541407072,5462.03082,0.361212879,15234.96094,0
231,363,467472172,2.909263196,74,2.522520294,400,306.639967,41.32183856,318,162,238,30.63668463,310.6531876,-0.630532088,2139905263,0.152678175,2477.33363,52.19344952,296.6268645,-20.75167959,9.921651439,4.414608815,0.366990671,1.434198687,2.136539606,1.994821211,0.570391841,0.523898122,0.968503863,0.896483934,-0.146186767,0.539458444,0.408104227,7.12685071,0.044298871,5.184637834,0.429546152,0.098653636,14.25370142,3.538836778,3.584065064,6.486245974,382.3790256,0.078938692,16.0784237,739.5730801,4.044348964,50.17155244,67.45334434,4141.160818,1.513997947,0.03690707,0.066913761,2.591791198,0.00405841,528.2603006,0.141695458,4.224529834,47.54570555,3.418648208,189.1243493,0.102861069,0.040620635,3.935517024,2633.822766,0.660796367,0.762783459,1.148349361,0.820067922,37.66261653,0.0352129,33.90494297,0.128916133,5.140655496,34.49809886,8552.205323,560476.0114,143.307117,0.076962435,48.70342205,0.185184114,0.43473799,15.73950916,0.032295672,6.012306029,0.054293972,8212.973355,7.811047571,0.001553958,49.50635741,0.075421019,0.064964475,0.890488939,0.5497878,22.00988467,40.03341776,43.30577984,41.8432956,45.29895408,49.0288343,21988.93083,35.64931569,0.723783547,5244.186885,0.238492127,22173.94257,0
597,987,7854176957,4.163443666,213,3.538223599,1049,842.6353612,126.6685764,903,65,984,91.59159112,856.7185271,-1.134800874,20709255648,0.076591352,23932.2827,1096.61623,53729.59862,-1556.771478,122.0998157,16.50489639,0.758920385,2.559934298,2.939059004,9.467954791,0.474026961,0.413686102,0.990405395,0.944343755,-0.202940853,0.870545229,0.362204438,32.71388837,0.016918997,7.314193946,0.796594728,0.063199532,65.42777674,4.992217501,34.65117802,7.272223154,1045.958789,0.097744023,13.78543031,819.6040557,38.40174719,1077.040744,41.87711429,54980.12083,0.034274248,0.001332222,0.179064375,143.9619018,0.000474077,592.1200105,0.065903019,40.03353666,1039.278003,1.835462657,2105.277811,0.002145778,0.001426505,4.970378842,6646.570474,0.736085448,0.834609274,0.354469405,0.879735115,890.163394,0.001317773,95.83199243,0.045353522,39.51701958,767.0610506,1468.28443,2020112.602,1.078422351,0.002611105,710.8466635,0.336415837,0.598152845,433.9204235,0.00200047,6.776348778,0.197458181,1442.636652,0.503015872,0.001078454,1379.232406,0.079077311,1.439142705,0.592013514,0.11804041,9.820728048,83.19801707,59.36647965,80.625,94.39465855,94.39465855,28042.49268,49.25435043,0.519961081,8584.684982,0.306131309,28215.52734,1
292,439,361289184,3.015887696,99,1.85370741,471,372.9944882,48.77145204,383,242,229,39.78379216,377.146969,-0.309053824,1653864199,0.133378697,3114.948001,47.13666488,397.155677,-15.98077514,12.82554253,7.04537428,0.292718854,1.930400856,2.403744751,2.64207636,0.503711757,0.440584069,0.941932101,0.856143099,-0.132712726,0.541526425,0.34628265,6.758340365,0.031484088,5.525628915,0.506385076,0.078442461,13.51668073,3.734061959,4.967729203,6.191147842,247.4307087,0.097413665,14.0492188,338.7818898,5.060732066,46.5515748,50.28582677,3331.631102,1.222839114,0.042796607,0.092710093,2.928634151,0.005892562,269.8550021,0.131591035,4.809643031,42.89156157,2.68380045,148.9791433,0.092026674,0.046314222,3.765025115,1564.366798,0.724010946,0.806935191,0.83472125,0.862412537,35.4886135,0.041410271,37.14349776,0.16656277,2.849403768,26.78475336,1781.372197,116278.4978,34.72682368,0.070892313,33.79820628,0.151561463,0.375382229,9.938129085,0.031465817,5.724004595,0.087795276,1651.637033,7.764554145,0.002266902,52.5481011,0.150780882,0.083376342,0.867798043,0.705343951,21.17223943,30.01690084,35.41088069,37.50547124,37.44325537,39.01304564,11489.00872,26.04860782,0.750434022,3281.154257,0.285590719,11627.29263,0
290,449,3793659742,3.172229815,79,3.283304824,532,387.8539641,49.88353304,406,161,371,34.53191716,392.8364225,-0.912789128,3502194352,0.141364124,3889.757382,111.0100402,1059.35906,-65.49456809,17.80901533,3.126433914,0.684357375,1.199594236,1.923080369,1.39382328,0.607762693,0.566967688,0.988446348,0.93511205,-0.26183354,0.807906065,0.406653588,10.35915697,0.048974863,5.258804987,0.724952214,0.131253687,20.71831394,3.888198049,5.233862311,6.799988612,1836.087174,0.074689305,17.58465717,3475.154253,6.30636811,106.9770573,87.91372086,10974.38356,0.854467496,0.015008075,0.036689298,2.926846044,0.001201741,2192.66705,0.122246478,7.007640954,101.4511807,5.161842397,592.6023566,0.063519205,0.016990607,4.447802792,11954.89615,0.602544162,0.715913749,1.892285263,0.765075497,74.57664181,0.014060857,40.67355372,0.084036268,12.08395516,65.60950413,150441.7541,19218148.85,1234.811972,0.055314945,58.37603306,0.120611639,0.319771893,19.16069543,0.023939199,7.022877185,0.019688403,147861.9957,11.85579708,0.000410858,92.82855706,0.045261239,0.045203597,0.577911863,0.269070343,15.88588183,59.03988398,39.4836896,60.98259945,62.2358721,63.0341486,22610.25078,34.11984934,0.668886016,5780.990571,0.255680073,22694.29776,0
756,905,4500387770,3.084213764,56,9.158742906,990,845.0759413,43.98221821,858,296,694,26.15389603,847.3453958,-1.799123841,11866256815,0.15546328,3840.873301,557.0475045,3179.887626,-144.5485261,17.73786026,3.789448088,0.642098588,1.255235647,2.080024434,2.176857014,0.588102814,0.550103421,0.995720228,0.960550644,-0.161669367,0.762600056,0.467708564,23.52775549,0.041740383,5.448816018,0.725823535,0.100613106,47.05551097,3.819239757,5.381827088,6.649644564,474.0465858,0.07562964,14.54272448,974.4438417,6.20997844,550.3318443,62.20293555,35755.93682,0.110311955,0.0021277,0.096874626,46.67822373,0.000413952,684.1416887,0.140650745,7.130631809,543.6905394,2.292192142,1284.685981,0.004539548,0.002231447,4.147427015,3173.134321,0.642726327,0.772937018,0.525368339,0.825586785,444.4875152,0.001914722,45.06196213,0.077559315,16.15319898,452.8984509,7336.654045,4260692.878,12.69847758,0.004614567,187.6953528,0.323055685,0.589264001,267.3323744,0.003470736,6.090265185,0.092693044,7220.266713,0.680574,0.001493778,379.5364047,0.015697949,1.21546881,0.753001901,0.168652908,9.539966421,56.56568008,51.5625,55.3125,60.52504647,60.52504647,16418.07861,42.59406462,0.581592233,5371.312423,0.327158406,16526.95313,1
245,396,1594508975,3.2439711,83,2.884996104,539,323.9848557,46.98455592,327,0,539,34.25638596,329.0681369,-0.093730172,4204271711,0.120029277,3319.651995,189.1240107,842.1754863,-7.429380128,17.82851447,2.503767753,0.751570012,1.144260272,1.92165063,1.123269885,0.590869006,0.551296217,0.994946643,0.952564918,-0.218241579,0.840084879,0.468337784,13.61211227,0.026590941,5.705636936,0.77000973,0.05358337,27.22422453,4.103171439,5.083070556,6.926595077,1248.114703,0.08476161,11.56603999,1767.431104,5.389199731,187.0391851,60.59456706,11389.8271,0.35841203,0.006250684,0.065944208,11.85568019,0.000535036,1331.998594,0.117466922,5.624966043,186.7415815,2.38786393,446.9590008,0.014614255,0.006347325,4.271221319,7447.341596,0.636677427,0.76915241,0.53872163,0.816722735,152.2293263,0.005251966,61.34246575,0.084030775,11.41663539,179.5273973,14872.3274,3053005.427,75.85906056,0.009579799,202.0958904,0.276843685,0.541713637,93.03068998,0.00552136,6.266061371,0.049575552,14465.44876,3.073718492,0.000817881,171.3885774,0.017499621,0.197392704,0.520363867,0.094313604,9.787511788,103.7762466,58.20236786,98.48320368,107.9591394,107.9591394,38644.62891,54.00140898,0.468030294,11810.53545,0.305619068,38825.68359,0
360,655,1430469462,4.056091979,144,2.505366426,759,503.0788259,84.24883484,498,90,669,59.82096946,513.8778254,0.106832149,3771745652,0.067286821,10982.11433,334.8342922,9530.411439,91.63725901,61.91200759,6.879201305,0.799848206,1.822518835,2.497808291,3.433731981,0.497769276,0.437837734,0.9917324,0.942219018,-0.236333978,0.914360565,0.415262354,17.91836667,0.010284665,7.119893963,0.842721802,0.027297799,35.83673333,4.943828154,17.19780222,7.267621312,596.7518922,0.110162801,8.06538179,364.4927081,17.6639228,328.6584826,33.95181835,12836.62193,0.113174915,0.004093089,0.131304865,38.35100662,0.000798359,305.8348918,0.066978445,17.52929033,323.0269463,1.70807685,578.6129544,0.00667123,0.004205613,4.770119247,3399.249616,0.736890434,0.842774172,0.265660011,0.8797697,280.5034648,0.003778392,44.00995733,0.062603069,20.53909581,280.5604552,609.3243243,228240.2176,1.872431517,0.006421943,198.7467994,0.282712375,0.55027226,155.3342622,0.004200427,6.545971236,0.129776629,549.9488597,0.947764724,0.002530027,306.3446851,0.068791861,0.608479929,0.88432306,0.195644468,9.651753069,49.33312541,44.46913431,50.625,55.93662709,56.74191159,14173.24219,43.62642042,0.594439907,4764.554577,0.336165467,14283.10547,0
355,629.6,307657170,4.010194369,161,2.222792316,740,490.4228571,85.80806531,488,272,468,64.42328951,501.1473937,0.207981394,811205428.7,0.066912786,10634.1314,124.9413948,6958.278019,25.12528799,55.38527745,10.23250262,0.687478688,2.374615255,2.747146374,4.188412919,0.435106247,0.359601425,0.976676748,0.90130608,-0.193133647,0.867724012,0.343630548,10.65939623,0.008634665,7.218106119,0.726230224,0.022137615,21.31879245,4.821352103,16.40444502,6.875162763,165.1828571,0.134843149,4.960883632,81.96816327,17.10684948,119.6204082,22.68326531,3121.716735,0.370006006,0.020933776,0.167442888,18.51804612,0.005263708,72.19240519,0.067209774,16.97854015,117.9883114,1.552451913,189.8186507,0.030755609,0.0215114,4.563969939,861.4326366,0.791398812,0.876546311,0.209576364,0.906087945,105.7132281,0.019867586,15.74137931,0.067850773,18.68787158,106.3362069,136.5560345,17666.71983,1.79339579,0.032553057,57.81034483,0.249182521,0.509947225,55.72654149,0.020036325,6.115967478,0.189387755,108.6758138,0.784597331,0.008886532,217.3718668,0.13001289,1.141889926,0.749947232,0.37605396,9.587303204,25.49448809,24.375,23.62871995,26.68171776,27.55931104,3178.894043,19.11952077,0.74535445,1402.723191,0.441261386,3229.980469,0
